SMZ,State,Percent TEA,Percent PFA,Old METRO,New METRO,Balt METRO,New Balt,Existing Light Rail,New Light Rail,Existing Commuter Rail,New Commuter Rail,New Interchanges,Accessibility,Town,Town_adjacent
729,24,0,55.68764793,0,0,0,0,0,0,1,0,0,52.349465,0,0
730,24,0,99.89556237,0,0,0,0,0,0,0,0,0,116.585287,0,0
731,24,0,84.43302474,0,0,0,0,0,0,0,0,0,106.251094,0,0
732,24,0,100.0000021,0,0,0,0,0,0,0,0,0,98.887663,0,0
733,24,0,31.62291215,0,0,0,0,0,0,0,0,0,0.43387,0,0
734,24,0,96.71107232,0,0,0,0,0,0,0,0,0,61.614296,0,0
735,24,0,83.89615648,0,0,0,0,0,0,0,0,0,15.792752,0,0
736,24,0,97.09133091,0,0,0,0,0,0,0,0,0,3.288476,0,0
737,24,0,8.229212287,0,0,0,0,0,0,0,0,0,0.036979,0,0
738,24,0.526477617,2.897902198,0,0,0,0,0,0,0,0,0,0,0,0
739,24,48.59303833,0.777410777,0,0,0,0,0,0,0,0,0,0,0,0
740,24,84.14228918,3.994568812,0,0,0,0,0,0,0,0,0,0,0,0
741,24,0.072164213,43.27181956,0,0,0,0,0,0,0,0,0,0,0,0
742,24,0,60.94556128,0,0,0,0,0,0,0,0,0,0,0,0
743,24,0,0.254992957,0,0,0,0,0,0,0,0,0,0.728169,0,0
744,24,24.95548671,0.650574604,0,0,0,0,0,0,0,0,0,0,0,0
745,24,0,1.21537059,0,0,0,0,0,0,0,0,0,0,0,0
746,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,24,0,2.612968987,0,0,0,0,0,0,0,0,0,0,0,0
748,24,0,0.445243373,0,0,0,0,0,0,0,0,0,0.136566,0,0
749,24,0,38.93055779,0,0,0,0,0,0,0,0,0,0.006184,0,0
750,24,0,6.973825232,0,0,0,0,0,0,1,0,0,0,0,0
751,24,0,2.382807814,0,0,0,0,0,0,1,0,0,0,0,0
752,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,24,0,0.129437816,0,0,0,0,0,0,0,0,0,0,0,0
754,24,0,8.366711034,0,0,0,0,0,0,1,0,0,0,0,0
755,24,0,20.22432937,0,0,0,0,0,0,0,0,0,0,0,0
756,24,0,4.46366758,0,0,0,0,0,0,0,0,0,0,0,0
757,24,0,0.183357303,0,0,0,0,0,0,0,0,0,0,0,0
758,24,0,1.53148092,0,0,0,0,0,0,0,0,0,0,0,0
759,24,0,67.92429705,0,0,0,0,0,0,0,0,0,0,0,0
760,24,0,97.0907615,0,0,0,0,0,0,0,0,0,208.581518,0,0
761,24,0,5.195097121,0,0,0,0,0,0,0,0,0,0,0,0
762,24,2.414161419,9.452729102,0,0,0,0,0,0,0,0,0,0.261101,0,0
763,24,0.589532322,4.918164833,0,0,0,0,0,0,0,0,0,0,0,0
764,24,0,0.050866761,0,0,0,0,0,0,0,0,0,0,0,0
765,24,0,35.58316839,0,0,0,0,0,0,0,0,0,0.006503,0,0
766,24,0,1.078862561,0,0,0,0,0,0,0,0,0,0,0,0
767,24,0,99.96795537,0,0,0,0,0,0,0,0,0,15.116433,0,0
768,24,0,99.99999983,0,0,0,0,0,0,0,0,0,394.007963,0,0
769,24,0,99.99999783,0,0,0,0,1,0,0,0,0,151.434561,0,0
770,24,26.11376777,99.29322741,0,0,0,0,0,0,0,0,0,24.717632,0,0
771,24,0,99.99999893,0,0,0,0,1,0,0,0,0,26.006283,0,0
772,24,0,99.56803634,0,0,0,0,0,0,0,0,0,911.472528,0,0
773,24,0,100.0000024,0,0,0,0,1,0,0,0,0,637.717056,0,0
774,24,0,99.99999989,0,0,0,0,1,0,0,0,0,402.750115,0,0
775,24,0,99.99999373,0,0,0,0,0,0,0,0,0,1895.681575,0,0
776,24,0,98.47166575,0,0,0,0,0,0,0,0,0,87.972356,0,0
777,24,0,100.0000002,0,0,0,0,0,0,0,0,0,1617.230737,0,0
778,24,0,100.0000008,0,0,0,0,0,0,0,0,0,205.678454,0,0
779,24,0,100.0000004,1,0,0,0,0,0,0,0,0,10820.63409,0,0
780,24,0,99.99999996,0,0,0,0,0,0,0,0,0,894.870109,0,0
781,24,0,99.46890798,0,0,0,0,0,0,0,0,0,1524.423451,0,0
782,24,0,98.93710502,0,0,0,0,0,0,0,0,0,2868.230096,0,0
783,24,0,100,1,0,0,0,0,0,0,0,0,20238.16054,0,0
784,24,0,100.0000001,0,0,0,0,1,0,0,0,0,59.25859,0,0
785,24,0,100.000001,0,0,0,0,0,0,0,0,0,901.243825,0,0
786,24,0,99.99999891,1,0,0,0,1,0,1,0,0,1412.608281,0,0
787,24,0,100.0000028,1,0,0,0,1,0,1,0,0,1501.592531,0,0
788,24,0,99.99999661,1,0,0,0,0,0,1,0,0,3380.759222,0,0
789,24,0,100.0000004,0,0,0,0,0,0,0,0,0,5.247592,0,0
790,24,0,98.88523547,1,0,0,0,0,0,1,0,0,627.42055,0,0
791,24,0,97.55199969,1,0,0,0,0,0,1,0,0,787.514259,0,0
792,24,0,99.8949582,0,0,0,0,0,0,0,0,0,125.617366,0,0
793,24,0,100.0000019,0,0,0,0,0,0,0,0,0,150.176532,0,0
794,24,0,99.99999857,0,0,0,0,0,0,0,0,0,39.773943,0,0
795,24,0,99.99999944,0,0,0,0,0,0,1,0,0,264.976591,0,0
796,24,0,99.99999982,0,0,0,0,1,0,0,0,0,163.246363,0,0
797,24,0.002796196,100.0000002,1,0,0,0,1,1,1,0,0,2901.693279,0,0
798,24,0,99.99999944,0,0,0,0,0,0,0,0,0,10.420433,0,0
799,24,0,100.0000012,0,0,0,0,1,0,0,0,0,99.576771,0,0
800,24,0,99.9999981,1,0,0,0,0,0,0,0,0,1939.371022,0,0
801,24,0,100.0000007,0,0,0,0,0,0,0,0,0,1026.063756,0,0
802,24,0,99.87425671,1,0,0,0,0,0,0,0,0,1433.98975,0,0
803,24,0,99.96834796,1,0,0,0,0,0,0,0,0,3534.566003,0,0
804,24,0,99.99999771,0,0,0,0,0,0,0,0,0,17.603741,0,0
805,24,0,99.88648642,0,0,0,0,0,0,0,0,0,35.257973,0,0
806,24,0,99.99999969,1,0,0,0,0,0,0,0,0,650.507563,0,0
807,24,0,99.70996799,1,0,0,0,0,0,0,0,0,5642.45061,0,0
808,24,0,99.99999993,0,0,0,0,0,1,0,0,0,869.211327,0,0
809,24,0,100.0000005,0,0,0,0,0,0,0,0,0,12.562194,0,0
810,24,0,100.0000006,0,0,0,0,0,0,0,0,0,1051.846231,0,0
811,24,0,99.99999994,1,0,0,0,0,1,0,0,0,1349.519988,0,0
812,24,0,100.0000013,0,0,0,0,0,1,0,0,0,2.125417,0,0
813,24,0,99.70305737,0,0,0,0,0,0,0,0,0,60.548365,0,0
814,24,0,99.0861206,0,0,0,0,0,0,0,0,0,933.749788,0,0
815,24,0,100.0000004,0,0,0,0,0,0,0,0,0,18.025947,0,0
816,24,0,100.0000014,0,0,0,0,0,1,0,0,0,8.697712,0,0
817,24,0,99.99999835,1,0,0,0,0,1,0,0,0,667.644495,0,0
818,24,0,99.99999952,0,0,0,0,0,1,0,0,0,157.021124,0,0
819,24,0,99.9999986,0,0,0,0,0,0,0,0,0,46.482789,0,0
820,24,0,100.0000006,0,0,0,0,0,1,0,0,0,23.75696,0,0
821,24,0,99.99966758,0,0,0,0,0,0,0,0,0,52.687944,0,0
822,24,0,100,0,0,0,0,0,0,0,0,0,11.496186,0,0
823,24,0,99.66647567,1,0,0,0,0,0,0,0,0,27.922962,0,0
824,24,0,100.0000006,0,0,0,0,0,1,0,0,0,168.288201,0,0
825,24,0,99.99999927,0,0,0,0,0,1,0,0,0,62.508754,0,0
826,24,0,100.0000036,1,0,0,0,0,1,0,0,0,554.961618,0,0
827,24,0,99.99999717,1,0,0,0,0,0,0,0,0,52.982164,0,0
828,24,0,99.99999974,1,0,0,0,0,1,0,0,0,37.335887,0,0
829,24,0,99.99999718,0,0,0,0,0,1,0,0,0,21.216806,0,0
830,24,0,100.0000005,0,0,0,0,0,0,0,0,0,27.638917,0,0
831,24,0,100.0000018,0,0,0,0,0,0,0,0,0,13.999138,0,0
832,24,0,100.0000006,0,0,0,0,0,1,0,0,0,10.4927,0,0
833,24,0,99.99999997,1,0,0,0,0,0,0,0,0,171.679054,0,0
834,24,0,99.96642482,1,0,0,0,0,0,0,0,0,128.825517,0,0
835,24,0,99.87963748,0,0,0,0,0,1,0,0,0,0.397216,0,0
836,24,0,80.15916725,0,0,0,0,0,1,0,0,0,0.305971,0,0
837,24,46.1335596,99.00440035,0,0,0,0,0,0,0,0,0,43.507092,0,0
838,24,64.76300912,60.24108596,0,0,0,0,0,0,0,0,0,23.845726,0,0
839,24,0,97.36367517,0,0,0,0,0,0,0,0,0,8.014891,0,0
840,24,0,30.29026417,0,0,0,0,0,0,0,0,0,733.039144,0,0
841,24,0,54.18205259,0,0,0,0,0,0,0,0,0,544.737853,0,0
842,24,0,1.758662364,0,0,0,0,0,0,0,0,0,0,0,0
843,24,1.85197324,4.01899664,0,0,0,0,0,0,0,0,0,0,0,0
844,24,35.21554823,98.77710385,0,0,0,0,0,0,1,0,0,0.237527,0,0
845,24,0,45.37910265,0,0,0,0,0,0,0,0,0,0,0,0
846,24,75.6478514,100.0000007,0,0,0,0,0,0,0,0,0,2.020654,0,0
847,24,14.73219125,100.0000032,0,0,0,0,0,0,0,1,0,1.92059,0,0
848,24,0,100.000002,0,0,0,0,0,0,0,0,0,0,0,0
849,24,0,99.9999976,0,0,0,0,0,0,0,0,0,0.902691,0,0
850,24,24.60178053,99.99999835,0,0,0,0,0,0,1,0,0,100.433875,0,0
851,24,46.76258316,99.89117626,0,0,0,0,0,0,0,0,0,0,0,0
852,24,0,99.99999851,1,0,0,0,0,0,0,0,0,829.308933,0,0
853,24,6.164308263,99.53835133,0,0,0,0,0,0,0,0,0,101.128578,0,0
854,24,7.939307168,99.99999964,0,0,0,0,0,0,0,0,0,0.872982,0,0
855,24,0,99.99846008,0,0,0,0,0,0,0,0,0,1.225532,0,0
856,24,0,20.85208774,0,0,0,0,0,0,0,0,0,0,0,0
857,24,0,28.09652601,0,0,0,0,0,0,0,0,0,0,0,0
858,24,0,99.99999958,0,0,0,0,0,0,0,0,0,0,0,0
859,24,0,99.99971166,0,0,0,0,0,0,0,0,0,0,0,0
860,24,1.64074178,49.09279199,0,0,0,0,0,0,0,0,0,0,0,0
861,24,0,89.32664788,0,0,0,0,0,0,0,0,0,0.026742,0,0
862,24,0,38.4136637,0,0,0,0,0,0,0,0,0,1.396013,0,0
863,24,0,68.23964712,0,0,0,0,0,0,0,0,0,0.916024,0,0
864,24,0.368446765,99.99999981,0,0,0,0,0,1,0,0,0,0.07296,0,0
865,24,0,99.9999983,0,0,0,0,0,0,0,0,0,1.50142,0,0
866,24,0,100.0000013,0,0,0,0,0,1,0,0,0,2.292548,0,0
867,24,0,99.99999987,0,0,0,0,0,1,0,0,0,0.903312,0,0
868,24,0,43.73589235,0,0,0,0,0,0,0,0,0,2.869058,0,0
869,24,0,99.99999881,0,0,0,0,0,0,0,0,0,0.204357,0,0
870,24,0,99.99999991,0,0,0,0,0,1,0,0,0,11.449427,0,0
871,24,0,61.12875274,0,0,0,0,0,1,0,0,0,0.044012,0,0
872,24,0,40.92202977,0,0,0,0,0,0,0,0,0,0.095579,0,0
873,24,32.82041312,47.12885224,0,0,0,0,0,0,0,0,0,0,0,0
874,24,85.20541345,99.99999987,0,0,0,0,0,0,0,0,0,44.361262,0,0
875,24,18.3571001,99.99512071,0,0,0,0,0,0,0,0,0,6.345335,0,1
876,24,0,100.0000025,0,0,0,0,0,0,0,0,0,1.568042,0,0
877,24,4.635300758,99.9999999,0,0,0,0,0,0,0,0,0,3.171838,0,1
878,24,0,99.99999892,0,0,0,0,0,0,1,0,0,49.731607,0,1
879,24,0.408660812,97.50645491,0,0,0,0,0,0,0,0,0,0,0,0
880,24,0,99.99994176,0,0,0,0,0,0,0,0,0,34.842508,1,0
881,24,0,31.70952984,0,0,0,0,0,0,0,0,1,1.02668,0,0
882,24,0,99.5718856,0,0,0,0,0,0,1,0,0,134.385365,0,1
883,24,0,97.5439322,0,0,0,0,0,0,0,0,0,39.932395,0,1
884,24,0,97.97344898,0,0,0,0,0,0,1,0,0,18.129418,0,1
885,24,0,9.302126082,0,0,0,0,0,0,1,0,1,0,0,0
886,24,0,8.67368754,0,0,0,0,0,0,0,0,0,0,0,0
887,24,0,35.6071098,0,0,0,0,0,0,0,0,1,0,0,0
888,24,0,95.20505067,0,0,0,0,0,0,0,0,0,0.128043,0,0
889,24,30.78207255,99.93535135,0,0,0,0,0,0,0,0,1,0,0,0
890,24,10.52812851,100.0000002,0,0,0,0,0,0,0,1,1,22.720326,0,0
891,24,0,44.75325693,0,0,0,0,0,0,0,1,0,0,0,0
892,24,84.39389722,86.35472832,0,0,0,0,0,0,0,0,0,0.096659,0,0
893,24,8.095687841,99.37959145,0,0,0,0,0,0,0,0,0,0,0,0
894,24,17.74511992,49.24206829,0,0,0,0,0,0,1,0,0,11.060721,0,0
895,24,98.96977289,1.173988558,0,0,0,0,0,0,0,0,0,0,0,0
896,24,90.77283482,23.38775232,0,0,0,0,0,0,0,0,0,0.646629,0,0
897,24,7.645505768,79.01484986,0,0,0,0,0,0,0,0,0,0.242209,0,0
898,24,7.416071274,25.91711934,0,0,0,0,0,0,0,0,1,0,0,0
899,24,0,98.83523632,0,0,0,0,0,0,0,1,1,4.861296,0,0
900,24,0,99.83834127,0,0,0,0,0,0,0,0,1,3.333464,0,0
901,24,0,12.79429254,0,0,0,0,0,0,0,1,1,0,0,0
902,24,13.39542883,30.7328874,0,0,0,0,0,0,0,0,0,0.270807,0,0
903,24,0,32.12556731,0,0,0,0,0,0,0,0,0,0.042467,0,0
904,24,0,32.45611342,0,0,0,0,0,0,0,0,0,0.397498,0,0
905,24,0,75.97062394,0,0,0,0,0,0,0,0,1,0.004603,0,0
906,24,0,75.69950461,0,0,0,0,0,0,0,0,0,0.004413,0,0
907,24,0,91.5526158,0,0,0,0,0,0,0,0,0,0,0,0
908,24,0,0.098030933,0,0,0,0,0,0,0,0,0,0,0,0
909,24,0,20.24289621,0,0,0,0,0,0,0,0,1,0.000003,0,0
910,24,0,99.81911675,0,0,0,0,0,0,0,0,0,0,0,0
911,24,0,98.0122544,0,0,0,0,0,0,0,0,0,0,0,0
912,24,0,25.0166332,0,0,0,0,0,0,0,0,0,0,0,0
913,24,0,8.695516638,0,0,0,0,0,0,0,0,0,0,0,0
914,24,95.50388188,72.88672265,0,0,0,0,0,0,0,0,0,0.247751,0,0
915,24,96.60985199,97.19829785,0,0,0,0,0,0,0,0,0,0,0,0
916,24,29.513784,99.96212094,0,0,0,0,0,1,0,0,0,0.017752,0,0
917,24,0,93.3807833,0,0,0,0,0,0,0,0,0,0,0,0
918,24,0,16.96357175,0,0,0,0,0,0,0,0,1,0.177032,0,0
919,24,0,0.073571053,0,0,0,0,0,0,0,0,0,0,0,0
920,24,0,2.388438219,0,0,0,0,0,0,0,0,1,0,0,0
921,24,1.677519551,39.45241106,0,0,0,0,0,1,0,0,1,0,0,0
922,24,3.926185221,29.62862942,0,0,0,0,0,1,0,0,1,0,0,0
923,24,82.0891249,9.548176169,0,0,0,0,0,1,0,0,0,0,0,0
924,24,99.69542489,0.241728602,0,0,0,0,0,0,0,0,1,0,0,0
925,24,8.550662214,2.111235489,0,0,0,0,0,0,0,0,0,0,0,0
926,24,2.692597681,56.03744628,0,0,0,0,0,0,0,0,0,0.028029,0,0
927,24,61.19508372,68.71197066,0,0,0,0,0,0,0,0,0,0,0,0
928,24,9.286073134,12.9946876,0,0,0,0,0,0,0,0,0,0,0,0
929,24,0.043804135,1.208989982,0,0,0,0,0,0,0,0,0,0,0,0
930,24,69.31236759,30.30065787,0,0,0,0,0,0,0,0,0,0,0,0
931,24,30.80195924,8.595823654,0,0,0,0,0,0,0,0,0,0,0,0
932,24,0.82415662,51.24944004,0,0,0,0,0,0,0,0,0,0,0,0
933,24,0,2.075901971,0,0,0,0,0,0,0,0,0,0,0,0
934,24,0,0.652471884,0,0,0,0,0,0,0,0,0,0,0,0
935,24,0,10.5211637,0,0,0,0,0,0,0,0,0,0,0,0
936,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,24,8.476715531,1.798674246,0,0,0,0,0,0,0,0,0,0,0,0
938,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,24,78.0525281,0,0,0,0,0,0,0,0,0,0,0,0,0
940,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,24,0,26.65327643,0,0,0,0,0,0,0,0,0,0,0,0
944,24,29.05666002,24.94985934,0,0,0,0,0,0,0,0,0,0,0,0
945,24,0,1.950220804,0,0,0,0,0,0,0,0,0,0,0,1
946,24,13.38264,2.177447435,0,0,0,0,0,0,0,0,0,0,0,0
947,24,0,27.49320141,0,0,0,0,0,0,0,0,0,0,1,0
948,24,12.22808648,4.756525077,0,0,0,0,0,0,0,0,0,0,0,1
949,24,77.03055947,77.90971153,0,0,0,0,0,0,1,0,0,0,0,1
950,24,0.639344001,3.030108013,0,0,0,0,0,0,0,0,0,0,0,0
951,24,19.73563259,27.62052155,0,0,0,0,0,0,0,0,0,0,0,0
952,24,0,5.639165,0,0,0,0,0,0,0,0,0,0,0,0
953,24,10.09325369,10.23056171,0,0,0,0,0,0,0,0,0,0,0,1
954,24,0,9.505347446,0,0,0,0,0,0,0,0,0,0,0,1
955,24,0.00091654,46.88597458,0,0,0,0,0,0,0,0,0,0,0,0
956,24,88.55127829,97.42546928,0,0,0,0,0,0,1,0,0,0.000001,1,0
957,24,79.72357491,69.75416893,0,0,0,0,0,0,0,0,0,0,1,0
958,24,24.05279243,37.86907507,0,0,0,0,0,0,0,0,0,0,0,0
959,24,1.99496733,3.396281508,0,0,0,0,0,0,0,0,0,0,0,0
960,24,0,30.04376015,0,0,0,0,0,0,1,0,0,0,1,0
961,24,24.03693241,38.43363089,0,0,0,0,0,0,0,0,0,0,0,0
962,24,0,8.792559574,0,0,0,0,0,0,1,0,0,0,0,0
963,24,0,15.56572428,0,0,0,0,0,0,0,0,0,0,0,0
964,24,0,0.000127257,0,0,0,0,0,0,0,0,0,0,0,0
965,24,0,9.595960943,0,0,0,0,0,0,0,0,0,0,0,0
966,24,0,15.24594572,0,0,0,0,0,0,0,1,0,0,1,0
967,24,0,2.422108723,0,0,0,0,0,0,0,0,0,1.110261,0,0
968,24,0,1.239278089,0,0,0,0,0,0,0,0,0,0,0,0
969,24,0,11.27406166,0,0,0,0,0,0,0,0,0,0,0,0
970,24,0,0.003645476,0,0,0,0,0,0,0,0,0,0,0,0
971,24,0,8.51400251,0,0,0,0,0,0,0,0,0,0.000001,0,0
972,24,0,3.231870449,0,0,0,0,0,0,0,0,0,0,0,0
973,24,0,2.201015419,0,0,0,0,0,0,0,0,0,0,0,0
974,24,0,6.383140991,0,0,0,0,0,0,0,0,0,0,0,0
975,24,0,12.50268533,0,0,0,0,0,0,0,0,1,0,0,0
976,24,0,22.03496854,0,0,0,0,0,0,0,0,0,0,0,0
977,24,0,14.04687985,0,0,0,0,0,0,0,0,0,0,0,0
978,24,0,17.11606668,0,0,0,0,0,0,0,0,0,0,0,0
979,24,0,0.021380717,0,0,0,0,0,0,0,0,0,0,0,0
980,24,0,1.04594871,0,0,0,0,0,0,0,0,0,0,0,0
981,24,0,4.1805311,0,0,0,0,0,0,0,0,0,0,0,0
982,24,0,0.064540848,0,0,0,0,0,0,0,0,0,0,0,0
983,24,0,0.267723864,0,0,0,0,0,0,0,0,0,0,0,0
984,24,0,34.69280068,0,0,0,0,0,0,0,0,0,0,0,0
985,24,0,43.83869684,0,0,0,0,0,0,0,0,0,0,0,0
986,24,0,27.93299039,0,0,0,0,0,0,0,0,0,0,0,0
987,24,0.225587377,2.16355297,0,0,0,0,0,0,0,0,0,0,0,0
988,24,32.19885933,63.94499342,0,0,0,0,0,0,0,0,0,0,0,0
989,24,0.131931782,1.310113031,0,0,0,0,0,0,0,0,0,0,0,0
990,24,0.000125439,26.17927796,0,0,0,0,0,0,0,0,0,0,0,0
991,24,0,0.388845997,0,0,0,0,0,0,0,0,0,0,0,0
992,24,0,2.639229572,0,0,0,0,0,0,0,0,0,0,0,0
993,24,13.41306717,0.752923847,0,0,0,0,0,0,0,0,0,0,0,0
994,24,0,4.962376518,0,0,0,0,0,0,0,0,0,0,0,0
995,24,0,6.785612354,0,0,0,0,0,0,0,0,0,0,0,0
996,24,0,1.21025217,0,0,0,0,0,0,0,0,0,0,0,0
997,24,0,0.11052968,0,0,0,0,0,0,0,0,1,0,0,0
998,24,0,10.57916625,0,0,0,0,0,0,0,0,0,0,0,0
999,24,0,22.72007941,0,0,0,0,0,1,0,0,1,0,1,0
1000,24,0,32.58723586,0,0,0,0,0,1,0,0,1,0.000512,0,1
1001,24,22.26265374,10.43425575,0,0,0,0,0,0,0,0,0,0,0,0
1002,24,0,69.61528215,0,0,0,0,0,1,0,0,0,0.081896,0,0
1003,24,0,4.702746018,0,0,0,0,0,0,0,0,0,0,0,0
1004,24,28.25767958,1.013720852,0,0,0,0,0,0,0,0,0,0,0,0
1005,24,0,67.62774143,0,0,0,0,0,1,0,0,0,0.006246,0,0
1006,24,0,99.67828182,0,0,0,0,0,1,0,0,0,0,0,0
1007,24,0,9.49713868,0,0,0,0,0,0,0,0,0,0,0,0
1008,24,0,0.792486536,0,0,0,0,0,0,0,0,0,0,0,0
1009,24,0,17.66121103,0,0,0,0,0,0,0,0,0,0,0,0
1019,24,12.00413133,0.139593343,0,0,0,0,0,0,0,0,0,0,0,0
1020,24,0,1.385062276,0,0,0,0,0,0,0,0,0,0,0,0
1021,24,0,0.727217894,0,0,0,0,0,0,0,0,0,0,0,0
1022,24,0,59.10178513,0,0,0,0,0,0,0,0,0,0,0,0
1023,24,0,5.927573866,0,0,0,0,0,0,0,0,0,0,0,0
1024,24,0,1.937946367,0,0,0,0,0,0,0,0,0,0,0,0
1025,24,0.020584927,30.34306426,0,0,0,0,0,0,0,0,0,0,0,1
1026,24,0,55.27825799,0,0,0,0,0,0,0,0,0,0,0,1
1027,24,0,89.24372101,0,0,0,0,0,0,0,0,0,0,1,0
1028,24,0,47.62304539,0,0,0,0,0,0,0,0,0,0,0,0
1029,24,0,41.95115833,0,0,0,0,0,0,0,0,0,0,0,0
1030,24,0,22.72019946,0,0,0,0,0,0,0,0,0,0,0,0
1031,24,28.23162924,14.62895816,0,0,0,0,0,0,0,0,0,0,0,0
1032,24,0,12.55857646,0,0,0,0,0,0,0,0,0,0,0,1
1033,24,0,4.506444639,0,0,0,0,0,0,0,0,0,0,0,0
1034,24,0,58.40143631,0,0,0,0,0,0,0,0,0,0,1,0
1035,24,0,19.37085931,0,0,0,0,0,0,0,0,0,0,0,0
1036,24,0,9.516178851,0,0,0,0,0,0,0,0,0,0,0,0
1037,24,0,40.7105955,0,0,0,0,0,0,0,0,0,0,0,0
1038,24,0,19.82927524,0,0,0,0,0,0,0,0,0,0,0,0
1039,24,0,13.35946827,0,0,0,0,0,0,0,0,0,0,0,0
1040,24,44.37753512,2.995292157,0,0,0,0,0,0,0,0,0,0,0,0
1041,24,0,1.532136499,0,0,0,0,0,0,0,0,0,0,0,0
1042,24,8.217226459,0.809440456,0,0,0,0,0,0,0,0,0,0,0,0
1043,24,0,4.311741303,0,0,0,0,0,0,0,0,0,0,0,0
1044,24,0,0.573075598,0,0,0,0,0,0,0,0,0,0,0,0
1045,24,0,0.609065776,0,0,0,0,0,0,0,0,0,0,0,0
1046,24,0,2.172166143,0,0,0,0,0,0,0,0,0,0,0,0
1047,24,0,7.538936453,0,0,0,0,0,0,0,0,0,0,0,0
1048,24,0,8.70476789,0,0,0,0,0,0,0,0,0,0,0,0
1049,24,0,0.022287052,0,0,0,0,0,0,0,0,0,0,0,0
1050,24,0,0.09870703,0,0,0,0,0,0,0,0,0,0,0,0
1051,24,0,0.523606753,0,0,0,0,0,0,0,0,0,0,0,0
1052,24,0,25.78821597,0,0,0,0,0,0,0,0,0,0,0,0
1053,24,0,0.332796154,0,0,0,0,0,0,0,0,0,0,0,0
1054,24,0,99.99999985,0,0,0,0,0,0,0,0,0,0,0,1
1055,24,0,99.99999981,0,0,0,0,0,0,0,0,0,0,0,1
1056,24,0,100,0,0,0,0,0,0,0,0,0,0,1,0
1057,24,0,98.11313893,0,0,0,0,0,0,0,0,0,0,0,1
1058,24,0,100.0000001,0,0,0,0,0,0,0,0,0,0,0,1
1059,24,0,100,0,0,0,0,0,0,0,0,0,0,0,1
1060,24,0,19.13993495,0,0,0,0,0,0,0,0,0,0,0,0
1061,24,23.17723179,2.144923605,0,0,0,0,0,0,0,0,0,0,0,0
1062,24,0,38.2098335,0,0,0,0,0,0,0,0,0,0,0,1
1063,24,0,68.1592411,0,0,0,0,0,0,0,0,0,0,0,1
1064,24,0,13.44835147,0,0,0,0,0,0,0,0,0,0,0,1
1065,24,0,46.10096756,0,0,0,0,0,0,0,0,0,0,0,1
1066,24,0,1.422714234,0,0,0,0,0,0,0,0,0,0,0,0
1067,24,0,16.36707366,0,0,0,0,0,0,0,0,0,0,0,0
1068,24,0,2.703784211,0,0,0,0,0,0,0,0,0,0,0,0
1069,24,0,1.473433862,0,0,0,0,0,0,0,0,0,0,0,0
1070,24,20.30135925,19.6245816,0,0,0,0,0,0,0,0,0,0,0,0
1071,24,19.78421413,9.991634108,0,0,0,0,0,0,0,0,0,0,0,0
1072,24,0,56.19762115,0,0,0,0,0,0,0,0,0,0,0,0
1073,24,0,31.68835179,0,0,0,0,0,0,0,0,0,0,0,1
1074,24,0,2.792496366,0,0,0,0,0,0,0,0,0,0,0,0
1075,24,0,75.7670866,0,0,0,0,0,0,0,0,0,0,0,1
1076,24,0,12.67660622,0,0,0,0,0,0,0,0,0,0,0,0
1077,24,24.92333211,13.54115987,0,0,0,0,0,0,0,0,0,0,0,0
1078,24,0,15.37084573,0,0,0,0,0,0,0,0,0,0,0,0
1079,24,0,8.917609777,0,0,0,0,0,0,0,0,0,0,0,0
1080,24,0,11.38979777,0,0,0,0,0,0,0,0,0,0,0,0
1081,24,0,4.22185714,0,0,0,0,0,0,0,0,0,0,0,0
1082,24,0,6.659255719,0,0,0,0,0,0,1,0,0,0,0,0
1083,24,0,2.029556569,0,0,0,0,0,0,0,0,0,0,0,0
1093,24,8.255203274,2.226436604,0,0,0,0,0,0,0,0,0,0,0,0
1094,24,0,2.520043604,0,0,0,0,0,0,0,0,0,0,0,0
1095,24,0,3.273329929,0,0,0,0,0,0,0,0,0,0,0,0
1096,24,0,6.419795034,0,0,0,0,0,0,0,0,0,0,0,0
1097,24,0.179913014,0.324661056,0,0,0,0,0,0,0,0,0,0,0,0
1098,24,0,3.724351724,0,0,0,0,0,0,0,0,0,0,0,0
1099,24,11.73203464,6.706231123,0,0,0,0,0,0,0,0,0,0,0,0
1100,24,0.288215021,1.248034968,0,0,0,0,0,0,0,0,0,0,0,0
1101,24,25.53851722,1.145651903,0,0,0,0,0,0,0,0,0,0,0,0
1102,24,0,99.06757599,0,0,0,0,0,0,0,1,0,0,1,0
1103,24,0,5.417093356,0,0,0,0,0,0,0,0,0,0,0,0
1104,24,0,36.97811578,0,0,0,0,0,0,0,0,0,0,0,1
1105,24,0,68.56977718,0,0,0,0,0,0,0,0,0,0,0,1
1106,24,0,1.46538055,0,0,0,0,0,0,0,0,0,0,0,0
1107,24,0,16.62601836,0,0,0,0,0,0,0,0,0,0,0,0
1108,24,0,1.014623338,0,0,0,0,0,0,0,0,0,0,0,0
